First Name,Similar First Names
munil,Minalee,Manali,Minali,Meenal,manali
RAKESH,Rakesh,rakesh
kriti,Krati,Kriti,krati
mridula,Mridula,Mridul,MRIDULA
sonalee,sunil,Sunil,SUNIL,Suneel,sonal,Sonal,Sonali
ANKITA,ANIKET,ankita,Ankita,anikita,Aniket,ANKIT,aniket,Ankit,ankit
neetu,NEETU,Neetu,Nitu,Neeta
Tapsi,Tapas
Mohit,mohit,MOHIT
swati,sweta,Sweta,SWATI,Swati
Rakesh,RAKESH,rakesh
Tanmay,Tanmaay
anuj,anju,Anju,Anuj,ANUJ
Pratibha,pratibha
shashwat,Shashwat
Rupesh,rupesh,RUPESH
Ravina,Raveena
BRIJESH,Brajesh,Brijesh
megha,Megha
Samridhi,Samrudhi,Smridhi
Saurav,SAURAV,sourav,saurav,Sourav
Bharti,Bharat,Bharati,BHARAT
Seraj,siraj,saroj,Saroj,suraj,Suraj,srija,SURAJ,Sreeja
Arti,Arati,arti
Vinesh,Veenesh
Manindra,Maninder,Manendra,maninder
Raj,Reeju,raju,Raja,Raju,raj,RAJ,RAJA
Saravana,Sravan,Sravani
Deependra,Dipender,deependra
Lavi,Love,love,Luv
PARAG,Parag
Divye,Divya,DIVYA,divya
Taruna,tarun,TARUN,Tarini,Taran,Tarun
saurabh,sourabh,Sourabh,Sorabh,SOURABH,Saurabh
MD,Md
shalini,Shalini
gitanjali,Geetanjali
CHANDRASEKHAR,Chandrasekhar
Raushan,Roshani,roshni,Rishin,Roshini,Reshni,ROSHNI,Roshan,Roshni
Ojas,ojas
Humera,Humaira
Gk,Gc
Girdhar,GIRDHARI
Lubna,Lubana
vipin,Vipin
NEETU,neetu,Neetu,Nitu,Neeta
Krishn,Krishan,Krishna,krishna
HIMANSHU,Himanshi,himanshi,himanshu,Himanshu
Chandana,Chandan,Chandani,Chandni,CHANDAN
Arjit,arijit,Arijit
ayush,Ayussh,Ayush
Simarjeet,Samarjit
Kundan,kundan
deepti,Deepti,Dipti
Jatin,Jiten,jatin,Jitin
Syeda,SYED,Syed,syeda
alisha,Alisha
Ali,Alia
Divya,Divye,DIVYA,divya
PREETI,parita,preeti,Priti,priti,Preeti,Pritee
Arnab,arnab
Aashini,Aashna
Reeju,Raj,raju,Raja,Raju,raj,RAJ,RAJA
MANDEEP,Mondip,mandeep,Mandeep
Zeenia,Zaina,Zion
Fatima,Fatema,Fatimah
lakesh,Lokesh,LAKSH,LOKESH,lokesh
gajendra,Gajendra
Shriya,shreya,Shreya,sharayu,Shreyaa,Shreeya,shareya,Sharayu
Mamata,mamta,Moumita,Mamta,MAMTA
Rohita,rahat,rohit,ROHIT,Rohit
Shilpi,Shilpa,SHILPA,shilpa
Pratik,PRATIK,Prateek,prateek
Sireesha,sireesha
Pushap,pushpa,Pushpa
KRATIKA,krutika,Kratika,kritika,Kritika
CK,CA,Caio
sweta,swati,Sweta,SWATI,Swati
PAVAN,Pavani,pavan,Paavni,Pavan,PAVANI
Pavani,PAVAN,pavan,Paavni,Pavan,PAVANI
Karthick,Karthika,karthika,Karthik
Avinash,avinash,AVINASH,Avanish
SAURAV,Saurav,sourav,saurav,Sourav
Mohammad,Mohammed,MOHAMMED,Muhammed,muhammed,mohammed,mohammad,Muhammad
Chanchal,chanchal
Prabhat,PRABHAT
ANIKET,ANKITA,ankita,Ankita,anikita,Aniket,ANKIT,aniket,Ankit,ankit
ABHISHEK,Abhishek,abhishek
sreeharsha,Sriharsha
Ayan,Ayon
Anshuman,ANSHUMAN
Nitesh,Nitish,Neetish,NITISH,Neetesh,Niteesh,NITESH
Pardeep,pardeep,PARDEEP
yamini,Yamini
Dheeraj,DHEERAJ,DHIRAJ,Dhiraj,dheeraj
AJinkya,Ajinkya
Hena,Heena,hina
ANINDO,anand,Anand
DIVYA,Divye,Divya,divya
KARTIK,Kirtika,Kartik
harendra,Harendra,Harinder
Saumya,Somya,somya,Soumya,saumya,SOUMYA,Samya,Sumaiya
adutiya,aditya,Aditya,ADITYA
shreya,Shriya,Shreya,sharayu,Shreyaa,Shreeya,shareya,Sharayu
Adarsh,ADARSH
rupali,Rupali,Rupal,Ripal
NISHIKANT,Nishikant
Bhaskar,BHASKAR
Roshani,Raushan,roshni,Rishin,Roshini,Reshni,ROSHNI,Roshan,Roshni
VIVEK,Vivek,vivek
Krati,kriti,Kriti,krati
ashok,Ashok,ASHOK,Aishik
Gourav,GOURAV,Gaurav,gaurav,Goaurav,GAURAV
kundan,Kundan
SRIKANT,Srikant
Reenu,Raina,Rana,Runa,rini,Renu,renu,Rinu,Rani,Reena,Rini
Shalu,Shaili,shalu,Shailee,Shallu,Sheelu
GOURAV,Gourav,Gaurav,gaurav,Goaurav,GAURAV
Milena,Milan
Geetika,Gitika
Kirtika,KARTIK,Kartik
Chandan,Chandana,Chandani,Chandni,CHANDAN
Roopa,Roop
mamta,Mamata,Moumita,Mamta,MAMTA
Ritika,Retik,Ritik,Reetik
Neerja,NEERAJ,Niraj,NIRAJ,Neeraj
Jasmine,Jasmin
Chinmaya,Chinmayi
Raina,Reenu,Rana,Runa,rini,Renu,renu,Rinu,Rani,Reena,Rini
Pintu,puneet,Puneet,punit,Punit,Punita
Dhruv,Dhruva
KISHAN,kishan,Kishan
Shashwat,shashwat
lakshmi,Lakshmi
Somya,Saumya,somya,Soumya,saumya,SOUMYA,Samya,Sumaiya
Sayoni,Sayon,Sayan,Sayonee
Yogita,yogita
Gautam,GAUTAMI,gautam,Goutam
Rajendra,RAJENDRA,rajendra,Rajinder,Rajender
shruti,Shruti
Lokesh,lakesh,LAKSH,LOKESH,lokesh
Mansi,Manas,Manasi
Noemia,Namo
Sarita,SURTI,sarita,Seerat,Sruti
Devendra,Devender,DEVENDRA,DEVINDER
ADNAN,Adnan
Ashim,Ashima,asheem
Lalita,lalit,LALIT,Lalit
Farhan,Farheen
utkarsh,Utkarsh
SUMI,Saima,seema,Soma,Soumi,Sam,Seema,simmi
Ayussh,ayush,Ayush
Siva,siva
Paarth,PARTHA,Parth
Sancheet,Sanchita,sanchita,Sanchit
pavan,PAVAN,Pavani,Paavni,Pavan,PAVANI
DD,D
Shekher,shekhar,shikhar,Shikhar,Shekhar
HEMANT KUMAR,Hemant kumar
Bala,Balu,BL
Neetu,neetu,NEETU,Nitu,Neeta
Avijit,Avijeet
Grishma,Greeshma
Nitish,Nitesh,Neetish,NITISH,Neetesh,Niteesh,NITESH
Gaurav,Gourav,GOURAV,gaurav,Goaurav,GAURAV
pranjal,Pranjal,pranjul,Pranjala,Pranjul
Abanish,Abinash
ANU,Ann,Anu,annu,Annu
SUJAN,SUJIN,SAJNA,Sajina,Sajin,Sajjan
anoop,Anup,Anoop,ANOOP
Samra,Sameer,Sameera,sameer,Sumer,Samieraa
Mouli,Mool,Mauli,Mili
sudeepti,sudipt
praveen,PRAVIN,Pravin,Praveen
Diwakar,diwakar
aryan,Aryan
Sangeeta,SANGEETA,Sangeet,sangeeta
MEHAK,Mahika,Mehak,Mahak,Mehek
Shikha,Shakha,shikha
Satya,satya
Monika,Manica,MONIKA,Minkoo,MOUNIKA,Mounika,monika,menaka,monicka,Mainak,monica,Manika,Monica
Samman,somani,Somani,Suman,Samin,Sameena,SOUMINI,suman
SHIVAM,shivam,Shivam,Shivaam
Balu,Bala,BL
Bhupesh,bhupesh
Swapnil,SWAPNIL
Surabhi,Surbhi,surabhi,surbhi
Jessica,Jasica,Jassica
laxman,Laxman
ravi,Ravi,RAVI
Saima,SUMI,seema,Soma,Soumi,Sam,Seema,simmi
shivangi,Shivangi
RAJNISH,Rajneesh,Rajnish
srivatsa,Srivatsa
rahat,Rohita,rohit,ROHIT,Rohit
kusam,kusum,Kusuma
Brajesh,BRIJESH,Brijesh
shirisha,Shireesha
SURTI,Sarita,sarita,Seerat
Samta,Sumeet,sumita,Sumat,Sumit,SUMIT,sumit,Sumita
Fatema,Fatima,Fatimah
Shivansh,Shivanshi,Shivanshu
Hebu,Hiba
Asmita,asmita
bhagyashree,Bhagyashree
Mahika,MEHAK,Mehak,Mahak,Mehek
Viral,Virali
Anannya,Ananya
mayank,MAYANK,Mayank
Hukma,Hukam
Kamal,kamal,Komal,komal,Komala
Shubh,Shoaib,SHABEEH,Sheeba
Aviral,aviral,AVIRAL
anurag,ANURAG,Anurag
kashish,Kashish
Minalee,munil,Manali,Minali,Meenal,manali
Himanshi,HIMANSHU,himanshi,himanshu,Himanshu
mahima,Mahima
prakash,PRAKASH,Prakash
Shaili,Shalu,shalu,Shailee,Shallu,Sheelu
konda,KANDA,Konda
Om,OM,Omi
Aarushi,AARUSHI
Maninder,Manindra,Manendra,maninder
RACHIT,Rachit,Rachita,Ruchita
MUKESH,Mukesh,mukesh
Chandani,Chandana,Chandan,Chandni,CHANDAN
jagat,Jagat
SATENDRA,Satender,Satendra,satendra
SHARMILA,Sharmila
Vijendra,vijendra
Divashu,Divisha
harshit,Harshita,harshita,Harshit
Amol,Amalu,Amal
Hemant kumar,HEMANT KUMAR
aishwarya,Aishwarya
Sreenivas,Srinivas
Shiva,Shivi,Shiv,shiv
Ashish,Asheesh,ashish,ASHISH
Apurv,Apoorve,apurva,Apoorv,Apoorva,Appoorve,Apurva
shivam,SHIVAM,Shivam,Shivaam
bhavani,Bhuvan,Bhavin,Bhavana,Bhuvana
vijendra,Vijendra
Navneeta,Navneet
Shourya,sharayu,Shorya,shareya,Sharayu
ashutosh,Ashutosh,ASHUTOSH
SUJIN,SUJAN,SAJNA,Sajina,Sajin,Sajjan
siddhant,Sidhant,Siddhant
Arati,Arti,arti
Deepanshu,Deepansh
Sidhant,siddhant,Siddhant
Nehal,Nihal
Dushyant,dushyant
Banti,Binita,Binati
dushyant,Dushyant
Shilpa,Shilpi,SHILPA,shilpa
Sneha,sneha
Sudarshan,SUDARSHAN
Taniya,Tanya,tanya
AJIT,Ajit,Ajeet,ajit
Chaitanya,CHATANYA
Radha,Riddhi,Ridhi,Radhe
Bhavuk,Bhavik,Bhavika
Nihal,Nehal
sanjana,Sanjana,Sanjna
Sumitra,Soumitra
Rishika,Rashika,RISHIKA
abhishek kumar,Abhishek Kumar
Balaram,Balram
avdhesh,Avdhesh,Avadhesh
Muskaan,Muskan
Kalam,kalam
Navin,NAVEEN,Naveen
Chinmay,Chinmoy
Vidhya,Vidya
Gargi,Gargee
Venkat,Venkata
Akanksha,akanksha
Abhijeet,Abhijit
sachin,SACHIN,Sachin
Sriram,sriram,Sreerama
Shoaib,Shubh,SHABEEH,Sheeba
Siji,Sijo,Suja
somya,Saumya,Somya,Soumya,saumya,SOUMYA,Samya,Sumaiya
kavita,Kavita
eka,Eko
Mannu,MANI,MONU,Monu,Minnie,mannu,meenu,monu,Mona,mann,Manu,Meenu,MANU,Mani,Meena,muin,manu
PRABHAT,Prabhat
AAKASH,Aakash
Ashutosh Kumar,ASHUTOSH KUMAR
Gc,Gk
arnab,Arnab
Nirdesh,Nirdosh
Pushkar,pushkar
SAGAR,Sagar,sagar
prince,Prince
Roman,Raman,Rumana,Ramana,Rumani
kishan,KISHAN,Kishan
LAKSH,lakesh,Lokesh,LOKESH,lokesh
Soniya,Sanya
MAYANK,mayank,Mayank
Ann,ANU,Annie,Anu,annu,Annu
Aakriti,AAKRITI
SURENDRA,Surender,Surendar,Surendra,surendra
Deep,Dipa,Deepa,deepa,DIPA
chetna,CHETAN,Chetan,Chetna,chetan,Chetana
Asheesh,Ashish,ashish,ASHISH
Venkatesh,Venktesh
Ankur,ankur
Nishita,Nishat,Nishit
ARVINDRA,Arvinder
poonam,Poonam
PRAVIN,praveen,Pravin,Praveen
shalu,Shalu,Shaili,Shailee,Shallu,Sheelu
Nishat,Nishita,Nishit
Jui,joao,J,jai,Jai,Joe,Jeh
jyoti,Jyoti,Joyati
Kushagra,Kushagr
Vinay,VINAY,vinay,Vinny
Keerthi,Karthi
Kajal,kajal
Anuradha,Aniruddha
Shivi,Shiva,Shiv,shiv
tarun,Taruna,TARUN,Tarini,Taran,Tarun
Dikesh,Daksh
Abhik,ABHIK
Hitesh,hitesh
mukul,Mukul
preetam,Pratima,Preetam,Pritam
Harshita,harshit,harshita,Harshit
mahendra,Mohinder,Mahendra
Poonam,poonam
Vinai,Veena,Vani,vanni,Vini,Veni
Vighnesh,Vignesh
Tanmaay,Tanmay
Kamlesh,kamlesh
avinash,Avinash,AVINASH,Avanish
kanchan,Kanchan
danish,DANISH,Dinesh,dinesh,Danish
Pranay,Prannoy
Anngad,Angad
siraj,Seraj,saroj,Saroj,suraj,Suraj,srija,SURAJ,Sreeja
Nandan,nandini,Nandini
shayam,Shyam,shyam
Sajal,SAJAL,SUJALA,Sejal
masoom,Masoom,Mausam
nan,Naina,Nani,Neena
kaushal,Kushal,Kaushal
kalam,Kalam
raju,Raj,Reeju,Raja,Raju,raj,RAJ,RAJA
Kriti,kriti,Krati,krati
Alpana,Alpna,Alapan
Kaustubh,kastubh,kaustubh
Reshma,rashmi,Resham,Reshmi,Rashmi,RASHMI
NISHATH,Nishtha,Nishith
Mehak,MEHAK,Mahika,Mahak,Mehek
Parv,Poorva,Purva
Srobona,Srabani,Sraboni
Mohammed,Mohammad,MOHAMMED,Muhammed,muhammed,mohammed,mohammad,Muhammad
Apoorve,Apurv,apurva,Apoorv,Apoorva,Appoorve,Apurva
Manica,Monika,MONIKA,MOUNIKA,Mounika,monika,menaka,monicka,Mainak,monica,Manika,Monica
rahul,RAHUL,Rahul
Vignesh,Vighnesh
usha,Usha
parita,PREETI,preeti,Priti,priti,Preeti
Garvita,Garvit
PRAKASH,prakash,Prakash
kalpana,Kalpana
DHEERAJ,Dheeraj,DHIRAJ,Dhiraj,dheeraj
deepak,deepika,Deepak,Dipak,Dipika,Deepika,DEEPAK
Annie,Ann,annu,Annu,Any
Manali,munil,Minalee,Minali,Meenal,manali
Sheena,Shanu,Sheen,Shani
anju,anuj,Anju,Anuj,ANUJ,Anjju
Khushi,khushi
Anup,anoop,Anoop,ANOOP
Athira,Athar
Abha,abha,abhi,Abhi
Siddhesh,Sudheesh
Rajan,Rajni,Rajani,rajan
Govind,Govinda,govind,GOVIND
harshita,harshit,Harshita,Harshit
Dr Tarun,Dr Taruna
Nikita,NIKITA,nikita
Sanjay,sanjay,SANJAY
ehshan,Ehshan
diksha,Deeksha,Daksha,Daksh,Diksha,DEEKSHA
Heena,Hena,hina
ankita,ANKITA,ANIKET,Ankita,anikita,Aniket,ANKIT,aniket,Ankit,ankit
Dipali,Deepali
Rishi,Rashi,Reshu,Rishu,Rusha
Riza,Razia,Rosi
Sheoran,Sharan
Bhushna,Bhushan
Raveena,Ravina
sakshi,Sakshi,siksha,SAKSHI,Sakshee
Poorva,Parv,Purva
preeti,PREETI,parita,Priti,priti,Preeti,Pritee
Romil,Ramila,Rommel
Anju,anuj,anju,Anuj,ANUJ,Anjju
PIYUSH,Piyush,Peeyush,Peyush,piyush
subhash,Subhash
Akash,akash
NIMISH,NIMESH
Deepansh,Deepanshu
UDIT,Uditi,Udit
Sandip,SANDIP,sandeep,SANDEEP,Sandeep
Yashi,Yeshu,Yashu
Kumar,KUMAR,kumar,Kumari,KUMARI
Yeshu,Yashi,Yashu
astha,Astha
Garvit,Garvita
Sahana,Sohan,Suhani,Sahina,sohan
Jagat,jagat
SOMENATH,sumanth,Sumanth
Shafi,Shaffi,siaf,Shaifa
prem,PREM,PRIME,Prem
Akshat,akshata,Akshita,akshita,akshit,AKSHAT,Akshit
Supriya,SUPRIYA
MANI,Mannu,MONU,Monu,mannu,meenu,monu,Mona,Manie,mann,Manu,Meenu,MANU,Mani,Meena,muin,manu
anamika,ANAMIKA,Anamika
vaibhav,Vaibhav,Vaibhavi,vibhav,Vibhav
Dalip,Dilip
Masoom,masoom,Mausam
Koushik,Kaushik,Koushiki
Raunak,Rinki,Rounak
DANISH,danish,Dinesh,dinesh,Danish
KAPIL,kapil,Kapil
MONU,Mannu,MANI,Monu,mannu,meenu,monu,Mona,Manie,mann,Manu,Meenu,MANU,Mani,Meena,muin,manu
Pulkit,pulkit
Deepali,Dipali
Kishor,kishor,Kishore,Kishori
akshata,Akshat,Akshita,akshita,akshit,AKSHAT,Akshit
Prachi,Prachee,prachi,PRACHI
Keerti,kirti,Kirti
Balram,Balaram
pramod,PRAMOD,Pramod
Binita,Banti,Binati
harsha,HARISH,Harish,HARSH,Harsh,harsh,Harsha
PRASAD,Prasad
vikash,Vikesh,VIKASH,Vikash
sanket,SANKET,sankait,Sanket
Monu,Mannu,MANI,MONU,mannu,meenu,monu,Mona,Manie,mann,Manu,Meenu,MANU,Mani,Meena,muin,manu
chanchal,Chanchal
Rutuja,RUTUJA
sonia,sonu,Sonu,seenu,Sania,Sinu,Soni,Sonia,Sunnia
Sushil,Susheel,sushil,sushila
Gajendra,gajendra
Binati,Banti,Binita
Shailendra,shailendra,Shailender
PREM,prem,PRIME,Prem
Trupti,Tripti
R,Ria
Hema,Hemu,Hem
Charru,Charu,charu
Mohan,mohini,Maheena,mohan,MOHAN,Mohini
Kashish,kashish
SITA,Setu
imran,Imran
Akhtar,akhtar
kamal,Kamal,Komal,komal,Komala
Manas,Mansi,Mahnaz
Rachit,RACHIT,Rachita,Ruchita
Neelu,neelu,Neel
lalit,Lalita,LALIT,Lalit
Love,Lavi,love,Luv
Avni,Avani
Namo,Noemia
anshul,Anshul,ANSHUL,Anshula
mohit,Mohit,MOHIT
anjali,ANJALI,Anjali,Anjal
SYED,Syeda,Syed,syeda
Manoj kumar,Manoj Kumar
Shruti,shruti
Hiba,Hebu
saroj,Seraj,siraj,Saroj,suraj,Suraj,srija,SURAJ,Sreeja
Rizwan,rizwan
Yashwant,yashwant
Vishali,vishal,Vishal,VISHAL,Vaishali,VAISHALI
Shireesha,shirisha
Subhasish,SUBHASISH
S K,S  K
Tony,Tanay
Arvinder,ARVINDRA
pushpendra,Pushpendra
Amir,Ameer,Ammar,Amar,Ahmar
Munesh,maneesh,Manish,manish,MANEESH,Maneesh,Manesh,MANISH,Mohnish
Sarjeet,Sarajit
LALIT,Lalita,lalit,Lalit
Kanika,kanika
Sudip,Sudeep
Manasi,Mansi
Shreya,Shriya,shreya,sharayu,Shreyaa,Shreeya,shareya,Sharayu
ipsita,Ipsit
dipak kumar,DEEPAK kumar,Deepak Kumar
MONIKA,Monika,Manica,Minkoo,MOUNIKA,Mounika,monika,menaka,monicka,Mainak,monica,Manika,Monica
Rajeev,rajeev
Bhavik,Bhavuk,Bhavika
Arman,ARMAN
Rupali,rupali,Rupal,Ripal
Arun,Aruna
Roop,Roopa
Riddhi,Radha,Ridhi,Radhe
Murali,murali,Murli
ABHIK,Abhik
Keshav,Keshava,keshav
Smrati,samreet,Samrat,Smriti
Annisa,ANEESA
Yukti,Yukta
Yuvaraj,Yuvraj
deepika,deepak,Deepak,Dipak,Dipika,Deepika,DEEPAK
shakti,Shakti
Angel,ANGELAA
Chandrasekhar,CHANDRASEKHAR
Dixita,Dixit
TEJASW,Tejaswi
Meetu,Meet
Arka,Araika
BOBIL,Bablu,Babli
D,DD
jeetesh,jitesh
Sravan,Saravana,Sravani
Rehan,Rihan,ROHINI,Rohan,Rohini,rohini
anwesha,Anwesha
Sadia,saeed
Ankita,ANKITA,ANIKET,ankita,anikita,Aniket,ANKIT,aniket,Ankit,ankit
Ishan,Ishaan,Ishanee,ishani
Surender,SURENDRA,Surendar,Surendra,surendra
Gyan,gyan
Piyalee,Payal,PAYAL,payal
prasenjit,Prosenjit,Prasenjit
Mool,Mouli,Mauli,Mili
Rajiv,rajiv
Haseena,Hussain
VISHWAJEET,Vishwajit
Vinod,VINOD,vinod
Sunil kumar,Sunil Kumar,Suneel kumar
pushpa,Pushap,Pushpa
kastubh,Kaustubh,kaustubh
Supraja,supraja
Ganesh,ganesh
Sandhya,sandhya,Sanidhya
SeeRa,Sri
vishal,Vishali,Vishal,VISHAL,Vaishali,VAISHALI
prantak,Prantik
Saroj,Seraj,siraj,saroj,suraj,Suraj,srija,SURAJ,Sreeja
AMIT,Amit,amit,Amita
Madhuri,madhura,Madhur
Rajeshwar,Rajeshwari
rashmi,Reshma,Resham,Reshmi,Rashmi,RASHMI
Mithilesh,mithilesh,Mithlesh
Nishtha,NISHATH,Nishith
Resham,Reshma,rashmi,Reshmi,Rashmi,RASHMI
Rinita,Rohnit
Sameer,Samra,Sameera,sameer,Sumer,Samieraa
arjun,Arjun,ARJUN
Kanishk,Kanishka
ANJALI,anjali,Anjali,Anjal
jyothi,Jyothi
BIKRAM,Bikram
Archana,Archna,ARCHANA
Priyank,priyanka,Priyanka
Shiksha,shiksha,shakshi
Athar,Athira
Kartik,KARTIK,Kirtika
Siddhartha,SIDDHARTH,sidharth,Siddharth,Sidharth,siddharth
rakshita,Rakshit
Anish,Anshu,Ansha
Maths,Matheus
Ikbal,ikbal
Uzma,uzma
Rajni,Rajan,Rajani,rajan
Richa,richa,RICHA,Ruchi
manoj,manuj,MaNju,manju,Manoj,MANOJ,Manju
akash,Akash
Pooja,puja,PUJA,pooja,POOJA,Puja
Vishal,Vishali,vishal,VISHAL,Vaishali,VAISHALI
vikram,Vikram
Suruchi,suruchi
krutika,KRATIKA,Kratika,kritika,Kritika
Ghanshayam,Ghanshyam
Harshit,harshit,Harshita,harshita
Raju Kumar,Raj kumari
sunil,sonalee,Sunil,SUNIL,Suneel,sonal,Sonal,Sonali
SAI,S,Sai
Akshita,Akshat,akshata,akshita,akshit,AKSHAT,Akshit
Lubana,Lubna
khushi,Khushi
Sujay,Sujoy
Chinmayi,Chinmaya
Paavni,PAVAN,Pavani,pavan,Pavan,PAVANI
gauri,Gora,Gauri,Gouri
Jyoti,jyoti,Joyati
pariksha,Preksha
Veena,Vinai,Vani,vanni,Vini,Veni
ADP,ADAPA
Priya,priya,PRIYA
Ujjawal,UJJWAL,ujjwal,ujjawal,Ujjwal
MOHAMMED,Mohammad,Mohammed,Muhammed,muhammed,mohammed,mohammad,Muhammad
sharad,Sharad,Sharda
